"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-69 0.263855433186959 4 432 "GO:0015075;GO:0022891;GO:0022857;GO:0022892" "substrate-specific transporter activity" 0.778966040333043
102 0.298596373630729 3 160 "GO:0015077;GO:0022890" "inorganic cation transmembrane transporter activity" 0.778966040333043
-54 0.769353614733215 2 44 "GO:0015078" "hydrogen ion transmembrane transporter activity" 0.96483430165233
306 0.144376007468687 2 34 "GO:0015081" "sodium ion transmembrane transporter activity" 0.643362313514325
8 0.971458350448361 2 28 "GO:0015085" "calcium ion transmembrane transporter activity" 0.993997930579758
-39 0.890703050562996 2 18 "GO:0015101;GO:0015226;GO:0015199;GO:0015651;GO:0072349" "modified amino acid transmembrane transporter activity" 0.98652480058625
3 0.99226705474309 3 17 "GO:0015103" "inorganic anion transmembrane transporter activity" 0.998815371247423
340 0.333823241322428 2 12 "GO:0015108" "chloride transmembrane transporter activity" 0.815404310771177
338 0.404566499379584 7 9 "GO:0015207;GO:0005345;GO:0015205" "adenine transmembrane transporter activity" 0.863706918119419
-756 0.100140478009759 4 7 "GO:0015250;GO:0005372" "water channel activity" 0.61247808287133
-50 0.797044341654043 4 40 "GO:0015276;GO:0022834" "ligand-gated channel activity" 0.96483430165233
-7 0.966570411679922 2 62 "GO:0015291" "secondary active transmembrane transporter activity" 0.993997930579758
203 0.293574324533163 3 40 "GO:0015294;GO:0015293" "solute:cation symporter activity" 0.778966040333043
-132 0.620519048065466 3 21 "GO:0015295;GO:0005351;GO:0005402;GO:0051119;GO:0015144;GO:1901476" "carbohydrate transmembrane transporter activity" 0.936545368828878
448 0.202899091709675 2 12 "GO:0015296" "anion:cation symporter activity" 0.731418499953425
-311 0.254522462548292 2 20 "GO:0015298;GO:0015297" "antiporter activity" 0.778966040333043
-335 0.436210776867292 4 8 "GO:0015299" "solute:hydrogen antiporter activity" 0.877093943694193
126 0.769149503935238 3 8 "GO:0015368" "calcium:cation antiporter activity" 0.96483430165233
273 0.34267684460611 2 18 "GO:0015370" "solute:sodium symporter activity" 0.827477474865123
-9 0.980994661893261 2 10 "GO:0015464" "acetylcholine receptor activity" 0.995790026652294
363 0.323419153926241 3 11 "GO:0015491" "cation:cation antiporter activity" 0.807442545124904
-1130 0.037793717713905 4 5 "GO:0015520;GO:0008493;GO:0015307;GO:0042895;GO:0019534;GO:0090484;GO:0015238" "tetracycline transporter activity" 0.422344795452888
368 0.257990602256914 8 14 "GO:0015662" "ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism" 0.778966040333043
340 0.429552674248886 3 8 "GO:0015924;GO:0004559;GO:0015923" "mannosidase activity" 0.876758198124439
453 0.26460290077554 3 9 "GO:0015925" "galactosidase activity" 0.778966040333043
199 0.29063897908649 3 42 "GO:0015926;GO:0004339" "glucosidase activity" 0.778966040333043
583 0.283665682139696 3 5 "GO:0015928" "fucosidase activity" 0.778966040333043
348 0.26877243426482 3 15 "GO:0015929" "hexosaminidase activity" 0.778966040333043
-250 0.426897245056832 3 15 "GO:0015932" "nucleobase-containing compound transmembrane transporter activity" 0.875335176790844
-499 0.278395106278169 2 7 "GO:0016018;GO:0042277" "peptide binding" 0.778966040333043
4 0.983969863006591 1 37 "GO:0016209" "antioxidant activity" 0.995790026652294
45 0.834449853765633 -1 32 "GO:0016251" "general RNA polymerase II transcription factor activity" 0.96483430165233
-119 0.654552259032488 2 21 "GO:0016279;GO:0008276;GO:0016278" "protein methyltransferase activity" 0.936545368828878
364 0.022546638661716 2 59 "GO:0016298" "lipase activity" 0.367912874145781
30 0.628677110382297 4 435 "GO:0016301;GO:0016773" "kinase activity" 0.936545368828878
156 0.71700990200817 2 8 "GO:0016303" "1-phosphatidylinositol-3-kinase activity" 0.96483430165233
170 0.73297822058757 2 6 "GO:0016314;GO:0034594;GO:0051800" "phosphatidylinositol trisphosphate phosphatase activity" 0.96483430165233
-184 0.632927950124253 4 10 "GO:0016405;GO:0016878" "acid-thiol ligase activity" 0.936545368828878
-587 0.0823872721250199 2 13 "GO:0016406;GO:0016416;GO:0016409" "palmitoyltransferase activity" 0.569657853745179
-524 0.00811122102444476 2 38 "GO:0016407" "acetyltransferase activity" 0.226607237370425
-798 0.00874702337207212 2 16 "GO:0016408" "C-acyltransferase activity" 0.227305103850318
-442 0.10473940205627 2 20 "GO:0016411" "acylglycerol O-acyltransferase activity" 0.61247808287133
-537 0.163070579030981 6 10 "GO:0016413" "O-acetyltransferase activity" 0.662659534789532
1 0.998815371247423 2 13 "GO:0016417;GO:0016751;GO:0016748" "S-acyltransferase activity" 0.998815371247423
-290 0.409641818793541 6 12 "GO:0016418;GO:0030523;GO:0004147;GO:0008951;GO:0016412;GO:0016414;GO:0016415;GO:0016419;GO:0016420;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0019107;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0019707;GO:0019706;GO:0046941" "S-acetyltransferase activity" 0.867819398107644
-143 0.739304548826407 4 8 "GO:0016421;GO:0016885" "CoA carboxylase activity" 0.96483430165233
-588 0.279881917441828 6 5 "GO:0016453" "C-acetyltransferase activity" 0.778966040333043
-973 0.0164420750754512 2 9 "GO:0016454" "C-palmitoyltransferase activity" 0.334073070851213
-764 0.160196661099933 -1 5 "GO:0016511" "endothelin-converting enzyme activity" 0.662659534789532
-86 0.87412817387844 -1 5 "GO:0016512" "endothelin-converting enzyme 1 activity" 0.985423149577788
-219 0.659981635751894 2 6 "GO:0016597" "amino acid binding" 0.936545368828878
159 0.187436512678741 2 104 "GO:0016616;GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 0.722276906615493
-73 0.803906893581579 4 17 "GO:0016620" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor" 0.96483430165233
275 0.550646040927139 2 7 "GO:0016624" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor" 0.936545368828878
-198 0.299904494808989 3 41 "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 0.778966040333043
-222 0.495744027351173 4 14 "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 0.931403086637233
117 0.813423893874314 4 6 "GO:0016634" "oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor" 0.96483430165233
-700 0.198214351600338 2 5 "GO:0016635" "oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor" 0.726244386601238
76 0.780999921016996 2 20 "GO:0016638;GO:0016641" "oxidoreductase activity, acting on the CH-NH2 group of donors" 0.96483430165233
-336 0.131942977333994 3 30 "GO:0016645" "oxidoreductase activity, acting on the CH-NH group of donors" 0.620826430192582
-478 0.105908730339688 2 17 "GO:0016646" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" 0.61247808287133
395 0.426195223214695 2 6 "GO:0016647" "oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor" 0.875335176790844
-103 0.546824854764708 3 51 "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" 0.936545368828878
-717 0.119084434612773 2 7 "GO:0016653" "oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor" 0.61247808287133
29 0.902418727337199 2 26 "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 0.989944750620165
-77 0.741797940989422 3 27 "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 0.96483430165233
-214 0.641781995910255 2 7 "GO:0016668" "oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor" 0.936545368828878
-773 0.155218606410915 2 5 "GO:0016671" "oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor" 0.662659534789532
-84 0.797004802073773 2 14 "GO:0016702;GO:0016701" "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" 0.96483430165233
37 0.773039841333944 3 90 "GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" 0.96483430165233
-13 0.945642064997446 4 39 "GO:0016706" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors" 0.993997930579758
253 0.405768350794358 4 16 "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 0.863706918119419
-60 0.628835073501722 3 99 "GO:0016741;GO:0008168;GO:0008757" "transferase activity, transferring one-carbon groups" 0.936545368828878
475 0.382740620076694 2 5 "GO:0016742" "hydroxymethyl-, formyl- and related transferase activity" 0.85200559002196
-208 0.0892525069407257 2 101 "GO:0016746;GO:0016747" "transferase activity, transferring acyl groups" 0.59546075526126
-330 0.391910994636399 3 10 "GO:0016755" "transferase activity, transferring amino-acyl groups" 0.85874615001211
-17 0.882047252311216 2 118 "GO:0016757" "transferase activity, transferring glycosyl groups" 0.985687804457784
36 0.783673910389478 4 87 "GO:0016758" "transferase activity, transferring hexosyl groups" 0.96483430165233
-303 0.196460852975743 2 27 "GO:0016763" "transferase activity, transferring pentosyl groups" 0.725768605621133
116 0.601620185383469 2 30 "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 0.936545368828878
-158 0.508721670526077 2 26 "GO:0016769;GO:0008483" "transferase activity, transferring nitrogenous groups" 0.936545368828878
604 0.189432841129178 3 7 "GO:0016774" "phosphotransferase activity, carboxyl group as acceptor" 0.723730598160193
-325 0.271773089500206 3 17 "GO:0016776" "phosphotransferase activity, phosphate group as acceptor" 0.778966040333043
-565 0.29940298283185 3 5 "GO:0016778" "diphosphotransferase activity" 0.778966040333043
-10 0.934214380801779 3 100 "GO:0016779" "nucleotidyltransferase activity" 0.993997930579758
-404 0.319146516428975 4 9 "GO:0016780" "phosphotransferase activity, for other substituted phosphate groups" 0.80598018555792
-265 0.625717989055441 2 5 "GO:0016783" "sulfurtransferase activity" 0.936545368828878
15 0.812165430964738 3 429 "GO:0016788" "hydrolase activity, acting on ester bonds" 0.96483430165233
39 0.652024649958948 2 206 "GO:0016791;GO:0042578" "phosphoric ester hydrolase activity" 0.936545368828878
-313 0.238895180054704 6 21 "GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.778966040333043
162 0.659906931299206 2 11 "GO:0016799" "hydrolase activity, hydrolyzing N-glycosyl compounds" 0.936545368828878
-280 0.514578120834308 4 8 "GO:0016803;GO:0016801" "hydrolase activity, acting on ether bonds" 0.936545368828878
-94 0.557703875557238 3 58 "GO:0016810" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds" 0.936545368828878
47 0.812759924008106 4 38 "GO:0016811" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides" 0.96483430165233
171 0.754023679681597 2 5 "GO:0016812" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides" 0.96483430165233
-752 0.0506648044020685 2 10 "GO:0016814" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines" 0.452943351354492
71 0.548943579256272 2 107 "GO:0016829" "lyase activity" 0.936545368828878
55 0.810927145850677 3 28 "GO:0016830" "carbon-carbon lyase activity" 0.96483430165233
308 0.29785858573087 2 17 "GO:0016831" "carboxy-lyase activity" 0.778966040333043
5 0.976254690092495 4 50 "GO:0016836;GO:0016835" "carbon-oxygen lyase activity" 0.995790026652294
880 0.106014522111015 2 5 "GO:0016838" "carbon-oxygen lyase activity, acting on phosphates" 0.61247808287133
457 0.288607038472659 3 8 "GO:0016840" "carbon-nitrogen lyase activity" 0.778966040333043
402 0.27321116051021 3 11 "GO:0016846" "carbon-sulfur lyase activity" 0.778966040333043
-186 0.117421471700721 2 107 "GO:0016853" "isomerase activity" 0.61247808287133
200 0.497557805009545 3 17 "GO:0016854" "racemase and epimerase activity" 0.931403086637233
215 0.576805070198206 2 10 "GO:0016855" "racemase and epimerase activity, acting on amino acids and derivatives" 0.936545368828878
397 0.424049918837605 2 6 "GO:0016857" "racemase and epimerase activity, acting on carbohydrates and derivatives" 0.875335176790844
-81 0.662141605241467 3 43 "GO:0016860" "intramolecular oxidoreductase activity" 0.936637017540936
123 0.748893432011674 4 10 "GO:0016861" "intramolecular oxidoreductase activity, interconverting aldoses and ketoses" 0.96483430165233
-671 0.0469601377714406 2 13 "GO:0016863" "intramolecular oxidoreductase activity, transposing C=C bonds" 0.452943351354492
-147 0.641132967339725 3 15 "GO:0016866" "intramolecular transferase activity" 0.936545368828878
170 0.732219645983939 4 6 "GO:0016868" "intramolecular transferase activity, phosphotransferases" 0.96483430165233
-41 0.581229490480141 2 280 "GO:0016874" "ligase activity" 0.936545368828878
-75 0.806303808106888 2 16 "GO:0016877" "ligase activity, forming carbon-sulfur bonds" 0.96483430165233
518 0.229012643149578 4 8 "GO:0016884" "carbon-nitrogen ligase activity, with glutamine as amido-N-donor" 0.763945160357174
-707 0.124558053651276 2 7 "GO:0016886" "ligase activity, forming phosphoric ester bonds" 0.61247808287133
20 0.957234528230007 3 11 "GO:0016891;GO:0004521" "endoribonuclease activity" 0.993997930579758
-107 0.733304472310763 4 15 "GO:0016893" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.96483430165233
-77 0.858986848613625 2 8 "GO:0016895;GO:0004529" "exodeoxyribonuclease activity, producing 5'-phosphomonoesters" 0.972068661595672
28 0.909477050879263 2 24 "GO:0016903" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 0.991551809129343
-180 0.639428787337229 4 10 "GO:0016905" "myosin heavy chain kinase activity" 0.936545368828878
249 0.539414825339342 2 9 "GO:0016917" "GABA receptor activity" 0.936545368828878
1322 0.00112268659604113 -1 9 "GO:0016946" "cathepsin F activity" 0.0896397384338334
285 0.482815817317034 3 9 "GO:0017017;GO:0033549" "MAP kinase phosphatase activity" 0.922302010003052
-235 0.000730200806275653 3 330 "GO:0017111;GO:0016462;GO:0016818;GO:0016817" "hydrolase activity, acting on acid anhydrides" 0.0896397384338334
-455 0.403432092103872 3 5 "GO:0017136;GO:0034979" "NAD-dependent histone deacetylase activity" 0.863706918119419
-736 0.176089909609106 5 5 "GO:0017169" "CDP-alcohol phosphatidyltransferase activity" 0.709118825182616
392 0.264640211209475 2 12 "GO:0018024;GO:0042054" "histone methyltransferase activity" 0.778966040333043
-196 0.670778077424074 5 7 "GO:0019104" "DNA N-glycosylase activity" 0.942886165435727
-288 0.562345227791872 4 6 "GO:0019135" "deoxyhypusine monooxygenase activity" 0.936545368828878
316 0.246318559839647 6 20 "GO:0019198" "transmembrane receptor protein phosphatase activity" 0.778966040333043
-63 0.640111806858742 2 83 "GO:0019199;GO:0004714" "transmembrane receptor protein kinase activity" 0.936545368828878
-648 0.110354234677663 3 9 "GO:0019201" "nucleotide kinase activity" 0.61247808287133
-430 0.0909216898142144 2 23 "GO:0019205" "nucleobase-containing compound kinase activity" 0.597676402161086
-215 0.66509949622117 6 6 "GO:0019206" "nucleoside kinase activity" 0.937853232841839
-33 0.935155710514075 2 9 "GO:0019239" "deaminase activity" 0.993997930579758
-121 0.574665227743463 2 32 "GO:0019829;GO:0046933;GO:0044769;GO:0046961;GO:0036442" "cation-transporting ATPase activity" 0.936545368828878
-94 0.679292996099241 2 29 "GO:0019842" "vitamin binding" 0.945931368399878
217 0.613520415926194 3 8 "GO:0019904" "protein domain specific binding" 0.936545368828878
-114 0.247955449596046 3 157 "GO:0022804" "active transmembrane transporter activity" 0.778966040333043
105 0.416754008342973 2 91 "GO:0022836" "gated channel activity" 0.874168918396207
132 0.411852467062222 4 58 "GO:0022843;GO:0005244;GO:0022832" "voltage-gated channel activity" 0.868387041400063
49 0.536100796558522 1 247 "GO:0030234" "enzyme regulator activity" 0.936545368828878
59 0.658636227335999 3 84 "GO:0030295;GO:0019209;GO:0008047" "enzyme activator activity" 0.936545368828878
-667 0.121051105342142 -1 8 "GO:0030528" "transcription regulator activity" 0.61247808287133
-39 0.8916242045567 3 18 "GO:0030594" "neurotransmitter receptor activity" 0.98652480058625
840 0.0221176831128609 -1 11 "GO:0030693" "caspase activity" 0.367912874145781
960 0.0533884966791829 2 6 "GO:0031014" "troponin T binding" 0.467934470894015
450 0.0229729861341592 2 38 "GO:0031072;GO:0051082" "unfolded protein binding" 0.367912874145781
-584 0.129352113811404 2 10 "GO:0031406;GO:0043177" "carboxylic acid binding" 0.618788134596823
238 0.360412944254104 3 22 "GO:0031419;GO:0046906" "tetrapyrrole binding" 0.839086385841586
-837 0.00776400578758089 2 15 "GO:0033218" "amide binding" 0.226607237370425
148 0.626699195182782 2 16 "GO:0033764;GO:0016229" "steroid dehydrogenase activity" 0.936545368828878
-156 0.71700990200817 2 8 "GO:0034483" "heparan sulfate sulfotransferase activity" 0.96483430165233
1011 0.0633067989378224 4 5 "GO:0034595" "phosphatidylinositol phosphate 5-phosphatase activity" 0.510325911399405
627 0.145368218489814 3 8 "GO:0035005" "1-phosphatidylinositol-4-phosphate 3-kinase activity" 0.643362313514325
13 0.961928523527841 3 20 "GO:0035251;GO:0046527" "glucosyltransferase activity" 0.993997930579758
-75 0.837716761619879 3 11 "GO:0035381" "ATP-gated ion channel activity" 0.96483430165233
-316 0.00110184398780263 2 164 "GO:0042623;GO:0016887" "ATPase activity" 0.0896397384338334
-189 0.123882233983357 4 100 "GO:0042626;GO:0015405;GO:0015399;GO:0016820;GO:0043492;GO:0042625" "primary active transmembrane transporter activity" 0.61247808287133
-119 0.827262037517584 3 5 "GO:0046332" "SMAD binding" 0.96483430165233
196 0.0828361532291648 3 119 "GO:0046873" "metal ion transmembrane transporter activity" 0.569657853745179
20 0.948845220107637 2 16 "GO:0046915" "transition metal ion transmembrane transporter activity" 0.993997930579758
-303 0.0399241939086133 3 69 "GO:0046943;GO:0005342;GO:0008514" "organic anion transmembrane transporter activity" 0.435271089686589
-290 0.559628713963427 3 6 "GO:0046983" "protein dimerization activity" 0.936545368828878
578 0.288318560012739 3 5 "GO:0047238" "glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity" 0.778966040333043
231 0.591825036823115 2 8 "GO:0047372" "acylglycerol lipase activity" 0.936545368828878
-502 0.35672911396898 8 5 "GO:0047555" "3',5'-cyclic-GMP phosphodiesterase activity" 0.839086385841586
700 0.159079902353073 3 6 "GO:0047661;GO:0036361" "amino-acid racemase activity" 0.662659534789532
245 0.652280568564419 3 5 "GO:0050308;GO:0019203" "carbohydrate phosphatase activity" 0.936545368828878
-380 0.444184022845048 3 6 "GO:0050660" "flavin adenine dinucleotide binding" 0.885237685382403
-471 0.0698338416824706 3 22 "GO:0050662;GO:0048037" "cofactor binding" 0.519882799390633
-103 0.822657988001217 2 7 "GO:0050694" "galactose 3-O-sulfotransferase activity" 0.96483430165233
474 0.383844888429393 3 5 "GO:0051020;GO:0019899" "enzyme binding" 0.85200559002196
154 0.68894571378024 2 10 "GO:0051183" "vitamin transporter activity" 0.953432613188134
-663 0.223143948854335 2 5 "GO:0051184" "cofactor transporter activity" 0.763945160357174
-81 0.631437010237541 3 53 "GO:0051213" "dioxygenase activity" 0.936545368828878
-220 0.657307168443665 3 6 "GO:0051287" "NAD binding" 0.936545368828878
-250 0.64619116558239 2 5 "GO:0051920" "peroxiredoxin activity" 0.936545368828878
-833 0.0305128830974171 4 10 "GO:0051998;GO:0010340" "carboxyl-O-methyltransferase activity" 0.404622515616014
0 0.99880139602515 2 117 "GO:0052689" "carboxylic ester hydrolase activity" 0.998815371247423
-174 0.620734557756747 5 12 "GO:0052742" "phosphatidylinositol kinase activity" 0.936545368828878
272 0.459336220107495 2 11 "GO:0052866;GO:0034593" "phosphatidylinositol phosphate phosphatase activity" 0.894023337721524
347 1.56243751685521e-05 3 242 "GO:0070011;GO:0008233" "peptidase activity" 0.00698409570034279
760 0.0985130830348395 2 7 "GO:0070566" "adenylyltransferase activity" 0.61247808287133
240 0.601792955560944 4 7 "GO:0070569" "uridylyltransferase activity" 0.936545368828878
-2 0.990539903463784 2 38 "GO:0072509" "divalent inorganic cation transmembrane transporter activity" 0.998815371247423
-1131 0.0228688008481831 2 6 "GO:1901505" "carbohydrate derivative transporter activity" 0.367912874145781
-375 0.140128045866428 3 23 "GO:1901618" "organic hydroxy compound transmembrane transporter activity" 0.639155474513197
-839 0.122975352687198 2 5 "GO:1901681" "sulfur compound binding" 0.61247808287133
554 0.265045658795593 2 6 "GO:1901682" "sulfur compound transmembrane transporter activity" 0.778966040333043
